event.id,investigation.type,accident.number,event.date,location,country,injury.severity,aircraft.damage,aircraft.category,registration.number,make,model,amateur.built,far.description,total.fatal.injuries,total.serious.injuries,total.minor.injuries,total.uninjured,publication.date,total_passengers,fatal_serious_fraction,is_destroyed,make_model
20060616X00754,Accident,SEA06CA101,2006-05-19,"VAUGHN, WA",United States,Non-Fatal,Substantial,Airplane,N2426H,ercoupe.(eng.&.research.corp.),415-c,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,03-10-2006,2.0,0.0,0,ercoupe.(eng.&.research.corp.)_415-c
20060816X01181,Accident,LAX06CA176,2006-05-19,"CARSON CITY, NV",United States,Non-Fatal,Substantial,Airplane,N7857P,piper,pa-24-250,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,20-12-2007,1.0,0.0,0,piper_pa-24-250
20060725X01016,Accident,DFW06CA133,2006-05-19,"LA PORTE, TX",United States,Non-Fatal,Substantial,Airplane,N2378K,piper,pa-38-112,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,03-10-2006,1.0,0.0,0,piper_pa-38-112
20060626X00817,Accident,DFW06CA137,2006-05-19,"Winchester, AR",United States,Non-Fatal,Destroyed,Airplane,N283TA,ayres,s2r-t34,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,1,ayres_s2r-t34
20060616X00751,Accident,SEA06CA103,2006-05-20,"HAMILTON, MT",United States,Non-Fatal,Substantial,Airplane,N12808,cessna,172m,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,03-10-2006,4.0,0.0,0,cessna_172m
20060620X00778,Accident,LAX06CA179,2006-05-20,"COLUMBIA, CA",United States,Non-Fatal,Substantial,Airplane,N5468E,cessna,a185f,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,29-08-2006,2.0,0.0,0,cessna_a185f
20060724X00993,Accident,DFW06CA132,2006-05-20,"MARIETTA, OK",United States,Non-Fatal,Substantial,Airplane,N9419C,piper,pa-28-161,No,Part 91: General Aviation,0.0,0.0,2.0,2.0,03-10-2006,4.0,0.0,0,piper_pa-28-161
20060607X00704,Accident,DFW06CA131,2006-05-20,"ARDMORE, OK",United States,Non-Fatal,Substantial,Airplane,N714BL,cessna,150m,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,29-08-2006,1.0,0.0,0,cessna_150m
20060607X00700,Accident,CHI06CA133,2006-05-20,"VERDIGRE, NE",United States,Non-Fatal,Substantial,Airplane,N814SN,cirrus.design.corp.,sr22,No,Part 91: General Aviation,0.0,1.0,0.0,3.0,29-08-2006,4.0,0.25,0,cirrus.design.corp._sr22
20060623X00810,Accident,ATL06CA082,2006-05-20,"CROSSVILLE, TN",United States,Non-Fatal,Substantial,Airplane,N99083,ercoupe,415c,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,03-10-2006,1.0,0.0,0,ercoupe_415c
20060621X00784,Accident,SEA06CA106,2006-05-21,"WEST GLACIER, MT",United States,Non-Fatal,Substantial,Airplane,N3477C,cessna,170b,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,03-10-2006,3.0,0.0,0,cessna_170b
20060705X00862,Accident,DFW06CA134,2006-05-21,"WESLACO, TX",United States,Non-Fatal,Substantial,Airplane,N731RR,cessna,p210n,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,cessna_p210n
20060618X00761,Accident,NYC06CA105,2006-05-23,"LACONIA, NH",United States,Non-Fatal,Substantial,Airplane,N412PM,piper,pa-32-260,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,03-10-2006,3.0,0.0,0,piper_pa-32-260
20060607X00697,Accident,DFW06CA138,2006-05-23,"MELBOURNE, AR",United States,Non-Fatal,Substantial,Airplane,N31875,maule,mx-7-180b,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,29-08-2006,1.0,0.0,0,maule_mx-7-180b
20060607X00702,Accident,CHI06CA135,2006-05-23,"INDIANAPOLIS, IN",United States,Non-Fatal,Substantial,Airplane,N409TA,cessna,172sp,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,29-08-2006,1.0,0.0,0,cessna_172sp
20060809X01122,Accident,ATL06CA084,2006-05-23,"LEXINGTON, TN",United States,Non-Fatal,Substantial,Airplane,N7624G,cessna,172l,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,31-10-2006,1.0,0.0,0,cessna_172l
20060619X00769,Accident,ANC06CA061,2006-05-23,"HOLLYWOOD, FL",United States,Non-Fatal,Substantial,Airplane,N44778,piper,j-3,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,piper_j-3
20060621X00791,Accident,ANC06CA060,2006-05-23,"STERLING, AK",United States,Non-Fatal,Substantial,Airplane,N4814,cessna,180,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,cessna_180
20060618X00763,Accident,NYC06CA120,2006-05-24,"TANGIER ISLAND, VA",United States,Non-Fatal,Substantial,Airplane,N5180L,piper,pa-28-280,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,03-10-2006,3.0,0.0,0,piper_pa-28-280
20060621X00780,Accident,LAX06CA181,2006-05-24,"BUCKEYE, AZ",United States,Non-Fatal,Substantial,Airplane,N6136B,cessna,152,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,29-08-2006,2.0,0.0,0,cessna_152
20060621X00790,Accident,ANC06CA062,2006-05-25,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,N9389C,cessna,180,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,cessna_180
20060629X00856,Accident,ANC06CA063,2006-05-26,"WILLOW, AK",United States,Non-Fatal,Substantial,Airplane,N141R,grumman,g-44,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,31-10-2006,2.0,0.0,0,grumman_g-44
20060606X00684,Accident,DFW06CA143,2006-05-27,"JUSTIN, TX",United States,Non-Fatal,Substantial,Airplane,N95016,taylorcraft,bc12-d,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,29-08-2006,1.0,0.0,0,taylorcraft_bc12-d
20060809X01123,Accident,ATL06CA087,2006-05-27,"BREVARD, NC",United States,Non-Fatal,Substantial,Airplane,N414AS,beech,b36tc,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,31-10-2006,2.0,0.0,0,beech_b36tc
20060621X00789,Accident,ANC06CA065,2006-05-28,"WASILLA, AK",United States,Non-Fatal,Substantial,Airplane,N2945M,piper,pa-12,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,piper_pa-12
20060627X00826,Accident,DEN06CA079,2006-05-29,"SANTA FE, NM",United States,Non-Fatal,Substantial,Airplane,N7353C,cessna,t210n,No,Part 91: General Aviation,0.0,1.0,0.0,0.0,03-10-2006,1.0,1.0,0,cessna_t210n
20060806X01097,Accident,NYC06CA158,2006-05-29,"SOUTH HILL, VA",United States,Non-Fatal,Substantial,Airplane,N55267,boeing,a75n1,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,31-10-2006,2.0,0.0,0,boeing_a75n1
20060623X00806,Accident,NYC06CA141,2006-05-29,"MOUNT POCONO, PA",United States,Non-Fatal,Substantial,Airplane,N5640S,maule,m-5-180c,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,maule_m-5-180c
20060721X00981,Accident,NYC06CA126,2006-05-29,"OLD TOWN, ME",United States,Non-Fatal,Substantial,Airplane,N1401V,piper,j3c,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,piper_j3c
20060618X00762,Accident,NYC06CA123,2006-05-29,"LINDEN, NJ",United States,Non-Fatal,Substantial,Airplane,N9613Q,christen.industries,a-1,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,christen.industries_a-1
20060627X00833,Accident,DFW06CA146,2006-05-29,"TUCKERMAN, AR",United States,Non-Fatal,Substantial,Airplane,N175LA,air.tractor,at-802,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,air.tractor_at-802
20060607X00703,Accident,DFW06CA144,2006-05-29,"WICHITA FALLS, TX",United States,Non-Fatal,Substantial,Airplane,N201XW,mooney,m20j,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,29-08-2006,4.0,0.0,0,mooney_m20j
20060705X00866,Accident,CHI06CA142,2006-05-29,"WEST BEND, WI",United States,Non-Fatal,Substantial,Airplane,N391T,stys,t-bird.sport,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,stys_t-bird.sport
20060627X00829,Accident,ATL06CA088,2006-05-29,"GADSDEN, AL",United States,Non-Fatal,Substantial,Airplane,N99NR,bellanca,7eca,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,bellanca_7eca
20060628X00846,Accident,SEA06CA108,2006-05-30,"BOUNTIFUL, UT",United States,Non-Fatal,Substantial,Airplane,N8866L,grumman,aa-1b,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,03-10-2006,1.0,0.0,0,grumman_aa-1b
20060706X00880,Accident,NYC06CA135,2006-05-30,"LEESBURG, VA",United States,Non-Fatal,Substantial,Airplane,N460CT,flight.design,gmbh,No,Part 91: General Aviation,0.0,0.0,1.0,1.0,03-10-2006,2.0,0.0,0,flight.design_gmbh
20060621X00782,Accident,MIA06CA113,2006-05-30,"KISSIMMEE, FL",United States,Non-Fatal,Substantial,Airplane,N498CR,cessna,172r,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,cessna_172r
20060707X00895,Accident,LAX06CA195,2006-05-30,"HOLBROOK, AZ",United States,Non-Fatal,Substantial,Airplane,N515TT,waco.classic.aircraft.corp.,ymf.5c,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,waco.classic.aircraft.corp._ymf.5c
20060719X00966,Accident,DFW06CA158,2006-06-01,"CHILDRESS, TX",United States,Non-Fatal,Substantial,Airplane,N70AF,ayres,s2r-600,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,ayres_s2r-600
20060915X01350,Accident,DFW06CA149,2006-06-01,"GARDEN CITY, TX",United States,Non-Fatal,Substantial,Airplane,N7318C,air.tractor,at-401,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,29-11-2006,1.0,0.0,0,air.tractor_at-401
20060705X00861,Accident,DEN06CA081,2006-06-01,"DIGHTON, KS",United States,Non-Fatal,Substantial,Airplane,N14RY,grumman,g-164b,No,Part 137: Agricultural,0.0,0.0,1.0,0.0,03-10-2006,1.0,0.0,0,grumman_g-164b
20060726X01023,Accident,SEA06CA136,2006-06-02,"STANLEY, ID",United States,Non-Fatal,Substantial,Airplane,N7537N,cessna,206g,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,31-10-2006,1.0,0.0,0,cessna_206g
20060711X00920,Accident,SEA06CA117,2006-06-02,"GRAND VIEW, ID",United States,Non-Fatal,Substantial,Airplane,N5047X,ayres,s-2r,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,ayres_s-2r
20060707X00894,Accident,LAX06CA194,2006-06-02,"JEAN, NV",United States,Non-Fatal,Substantial,Airplane,N9962M,cessna,t207a,No,Part 91: General Aviation,0.0,0.0,0.0,7.0,03-10-2006,7.0,0.0,0,cessna_t207a
20060719X00965,Accident,DFW06CA153,2006-06-02,"MENA, AR",United States,Non-Fatal,Substantial,Airplane,N950RM,piper,pa-23-250,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,piper_pa-23-250
20060627X00828,Accident,DFW06CA150,2006-06-02,"Alex, OK",United States,Non-Fatal,Destroyed,Airplane,N8225K,grumman,g-164b,No,Part 137: Agricultural,0.0,1.0,0.0,0.0,03-10-2006,1.0,1.0,1,grumman_g-164b
20060616X00755,Accident,SEA06CA111,2006-06-03,"AMERICAN FALLS, ID",United States,Non-Fatal,Substantial,Airplane,N45CK,north.american,snj-6,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,north.american_snj-6
20060707X00893,Accident,LAX06CA193,2006-06-03,"GUALALA, CA",United States,Non-Fatal,Substantial,Airplane,N4174Z,piper,pa-32r-301t,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,03-10-2006,3.0,0.0,0,piper_pa-32r-301t
20060725X01003,Accident,DFW06CA152,2006-06-03,"VICTORIA, TX",United States,Non-Fatal,Substantial,Airplane,N9190B,air.tractor,at-401,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,air.tractor_at-401
20060707X00892,Accident,LAX06CA191,2006-06-04,"ALPINE, CA",United States,Non-Fatal,Substantial,Airplane,N4438T,piper,pa-28r-200,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,piper_pa-28r-200
20060616X00746,Accident,DEN06CA082,2006-06-04,"ALBUQUERQUE, NM",United States,Non-Fatal,Substantial,Airplane,N6220N,cessna,182r,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,29-08-2006,1.0,0.0,0,cessna_182r
20060807X01099,Accident,DCA06RA042,2006-06-04,"MANAGUA, NICARAGUA",Nicaragua,Non-Fatal,Substantial,Airplane,N68047,mcdonnell.douglas,dc10-10f,No,Part 121: Air Carrier,0.0,0.0,0.0,3.0,07-08-2006,3.0,0.0,0,mcdonnell.douglas_dc10-10f
20060711X00923,Accident,SEA06CA113,2006-06-06,"SALT LAKE CITY, UT",United States,Non-Fatal,Substantial,Airplane,N7494K,piper,pa-20,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,piper_pa-20
20060626X00815,Accident,NYC06CA140,2006-06-06,"TURNER, ME",United States,Non-Fatal,Substantial,Airplane,N185RW,cessna,a185e,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,cessna_a185e
20060627X00835,Accident,DFW06CA155,2006-06-06,"MINTURN, AR",United States,Non-Fatal,Substantial,Airplane,N9195G,air.tractor,at-502,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,air.tractor_at-502
20060707X00888,Accident,CHI06CA140,2006-06-06,"JACKSON, MI",United States,Non-Fatal,Substantial,Airplane,N36262,piper,pa-32rt-300,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,piper_pa-32rt-300
20060809X01124,Accident,ATL06CA089,2006-06-06,"BANNER ELK, NC",United States,Non-Fatal,Substantial,Airplane,N1046P,mooney,m20m,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,31-10-2006,1.0,0.0,0,mooney_m20m
20060807X01100,Accident,DCA06WA049,2006-06-07,"RIO NEGRO, COLOMBIA",Colombia,Non-Fatal,Substantial,Airplane,N922FT,boeing,747-200,No,Part 121: Air Carrier,0.0,0.0,0.0,6.0,07-08-2006,6.0,0.0,0,boeing_747-200
20060707X00896,Accident,LAX06CA199,2006-06-08,"FRESNO, CA",United States,Non-Fatal,Substantial,Airplane,N5699Y,mooney,m20k,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,31-01-2007,1.0,0.0,0,mooney_m20k
20060713X00936,Accident,DFW06CA166,2006-06-09,"DURANT, OK",United States,Non-Fatal,Substantial,Airplane,N9733T,cessna,172a,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,cessna_172a
20060705X00869,Accident,CHI06CA153,2006-06-09,"COOPERSTOWN, ND",United States,Non-Fatal,Substantial,Airplane,N3360C,cessna,r182,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,31-01-2007,3.0,0.0,0,cessna_r182
20060714X00945,Accident,CHI06CA151,2006-06-09,"ATHENS, OH",United States,Non-Fatal,Substantial,Airplane,N240U,cessna,172n,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,cessna_172n
20060720X00977,Accident,LAX06CA208,2006-06-10,"FLAGSTAFF, AZ",United States,Non-Fatal,Substantial,Airplane,N9666X,cessna,210b,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,cessna_210b
20060707X00897,Accident,LAX06CA203,2006-06-10,"CHANDLER, AZ",United States,Non-Fatal,Substantial,Airplane,N280AM,aircraft.mfg.&.dev..co..(amd),ch2000,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,aircraft.mfg.&.dev..co..(amd)_ch2000
20060628X00841,Accident,DFW06CA160,2006-06-10,"BROWNWOOD, TX",United States,Non-Fatal,Substantial,Airplane,N5963F,piper,pa-28-151,No,Part 91: General Aviation,0.0,1.0,1.0,0.0,03-10-2006,2.0,0.5,0,piper_pa-28-151
20060724X00994,Accident,DFW06CA165,2006-06-12,"LAWTON, OK",United States,Non-Fatal,Substantial,Airplane,N7303E,cessna,210,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,cessna_210
20060713X00938,Accident,DEN06CA087,2006-06-12,"ANTONITO, CO",United States,Non-Fatal,Substantial,Airplane,N584W,piper,pa-28-150,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,piper_pa-28-150
20060810X01140,Accident,ATL06CA092,2006-06-13,"SHELBY, NC",United States,Non-Fatal,Substantial,Airplane,N7579U,cessna,150m,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,31-10-2006,1.0,0.0,0,cessna_150m
20060713X00934,Accident,DEN06CA089,2006-06-14,"ALAMOSA, CO",United States,Non-Fatal,Substantial,Airplane,N6134X,cessna,tu206g,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,03-10-2006,4.0,0.0,0,cessna_tu206g
20060711X00911,Accident,DEN06CA088,2006-06-14,"COKEVILLE, WY",United States,Non-Fatal,Substantial,Airplane,N9709,grumman-schweizer,g-164a,No,Part 137: Agricultural,0.0,0.0,1.0,0.0,22-01-2014,1.0,0.0,0,grumman-schweizer_g-164a
20060817X01188,Accident,ANC06CA071,2006-06-14,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,N714JE,cessna,185f,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,29-11-2006,1.0,0.0,0,cessna_185f
20061013X01510,Accident,NYC06CA211,2006-06-15,"HARRISONBURG, VA",United States,Non-Fatal,Substantial,Airplane,N93911,ercoupe.(eng.&.research.corp.),415-c,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,28-12-2006,1.0,0.0,0,ercoupe.(eng.&.research.corp.)_415-c
20060721X00979,Accident,NYC06CA153,2006-06-16,"SOUTH BOSTON, VA",United States,Non-Fatal,Substantial,Airplane,N5045Z,piper,pa-22-108,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,piper_pa-22-108
20060711X00921,Accident,SEA06CA123,2006-06-17,"MURTAUGH, ID",United States,Non-Fatal,Substantial,Airplane,N3632T,schweizer,g-164b,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,schweizer_g-164b
20060721X00978,Accident,NYC06CA152,2006-06-17,"BEVERLY, MA",United States,Non-Fatal,Substantial,Airplane,N830W,cessna,182f,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,cessna_182f
20060721X00980,Accident,NYC06CA148,2006-06-17,"PARMA, NY",United States,Non-Fatal,Substantial,Airplane,N50VS,taylorcraft,dc-65,No,Part 91: General Aviation,0.0,1.0,1.0,0.0,03-10-2006,2.0,0.5,0,taylorcraft_dc-65
20060726X01019,Accident,SEA06CA120,2006-06-18,"GREAT FALLS, MT",United States,Non-Fatal,Substantial,Airplane,N2251C,cessna,180,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,31-10-2006,2.0,0.0,0,cessna_180
20060717X00956,Accident,SEA06CA122,2006-06-18,"SHELTON, WA",United States,Non-Fatal,Substantial,Airplane,N6255G,cessna,150k,No,Part 91: General Aviation,0.0,0.0,1.0,1.0,03-10-2006,2.0,0.0,0,cessna_150k
20060727X01032,Accident,NYC06CA149,2006-06-18,"LOUISVILLE, KY",United States,Non-Fatal,Substantial,Airplane,N4812T,piper,pa-28-140,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,piper_pa-28-140
20060721X00986,Accident,CHI06CA159,2006-06-18,"NEBRASKA CITY, NE",United States,Non-Fatal,Substantial,Airplane,N1270C,piper,pa-22-135,No,Part 91: General Aviation,0.0,0.0,1.0,1.0,03-10-2006,2.0,0.0,0,piper_pa-22-135
20060627X00822,Accident,DFW06CA162,2006-06-19,"COUPLAND, TX",United States,Non-Fatal,Substantial,Airplane,N42656,cessna,182l,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,cessna_182l
20060707X00889,Accident,CHI06CA156,2006-06-19,"COOPERSTOWN, ND",United States,Non-Fatal,Substantial,Airplane,N9073G,cessna,182n,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,cessna_182n
20060831X01271,Accident,ANC06CA077,2006-06-19,"TAKOTNA, AK",United States,Non-Fatal,Substantial,Airplane,N9622V,christen.industries,a-1,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,29-11-2006,1.0,0.0,0,christen.industries_a-1
20060713X00935,Accident,DFW06CA164,2006-06-20,"MARIETTA, OK",United States,Non-Fatal,Substantial,Airplane,N8649U,cessna,172f,No,Part 91: General Aviation,0.0,1.0,1.0,0.0,03-10-2006,2.0,0.5,0,cessna_172f
20060810X01141,Accident,ATL06CA095,2006-06-20,"SANFORD, NC",United States,Non-Fatal,Substantial,Airplane,N5024J,fantasy.air,allegro.2000,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,31-10-2006,1.0,0.0,0,fantasy.air_allegro.2000
20060727X01031,Accident,NYC06CA159,2006-06-21,"WHITE PLAINS, NY",United States,Non-Fatal,Substantial,Airplane,N968SP,cessna,172s,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,cessna_172s
20060707X00898,Accident,LAX06CA209,2006-06-22,"CONCORD, CA",United States,Non-Fatal,Substantial,Airplane,N5534M,cessna,152,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,cessna_152
20060728X01043,Accident,CHI06CA162,2006-06-22,"BOWBELLS, ND",United States,Non-Fatal,Substantial,Airplane,N1263W,weatherly,201b,No,Part 137: Agricultural,0.0,0.0,1.0,0.0,03-10-2006,1.0,0.0,0,weatherly_201b
20060807X01102,Accident,ATL06CA097,2006-06-22,"LEBANON, TN",United States,Non-Fatal,Substantial,Airplane,N6124T,cessna,r182,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,31-10-2006,1.0,0.0,0,cessna_r182
20060915X01349,Accident,MIA06CA119,2006-06-23,"OPA-LOCKA, FL",United States,Non-Fatal,Substantial,Airplane,N7788Z,piper,pa-25-235,No,Part 91: General Aviation,0.0,1.0,0.0,0.0,29-11-2006,1.0,1.0,0,piper_pa-25-235
20060726X01021,Accident,SEA06CA129,2006-06-24,"SUMMIT, UT",United States,Non-Fatal,Substantial,Airplane,N2987L,mooney,m-20f,No,Part 91: General Aviation,0.0,0.0,2.0,1.0,31-10-2006,3.0,0.0,0,mooney_m-20f
20060728X01044,Accident,CHI06CA167,2006-06-24,"ATWOOD, IL",United States,Non-Fatal,Substantial,Airplane,N9204A,cessna,170a,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,03-10-2006,1.0,0.0,0,cessna_170a
20060711X00922,Accident,SEA06CA127,2006-06-25,"CENTER ISLAND, WA",United States,Non-Fatal,Substantial,Airplane,N2476Q,cessna,182k,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,cessna_182k
20060708X00901,Accident,LAX06CA212,2006-06-25,"LA VERNE, CA",United States,Non-Fatal,Substantial,Airplane,N209Z,maule,m-7-235c,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,maule_m-7-235c
20060717X00955,Accident,CHI06CA166,2006-06-25,"WALWORTH, WI",United States,Non-Fatal,Substantial,Airplane,N1910T,piper,pa-28-140,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,piper_pa-28-140
20060630X00859,Accident,MIA06FA120,2006-06-25,"Fort Pierce, FL",United States,Fatal(1),Destroyed,Airplane,N316PR,mitsubishi,mu-2b-60,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,22-12-2009,1.0,1.0,1,mitsubishi_mu-2b-60
20060728X01048,Accident,LAX06CA215,2006-06-25,"Carlsbad, CA",United States,Non-Fatal,Destroyed,Airplane,N1098E,bellanca,7kcab,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,1,bellanca_7kcab
20060728X01045,Accident,CHI06CA172,2006-06-26,"MINONG, WI",United States,Non-Fatal,Substantial,Airplane,N82223,piper,pa-18-150,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,03-10-2006,2.0,0.0,0,piper_pa-18-150
20060731X01058,Accident,CHI06CA169,2006-06-26,"LINCOLN, NE",United States,Non-Fatal,Substantial,Airplane,N983T,beech,35-33,No,Part 91: General Aviation,0.0,1.0,1.0,2.0,03-10-2006,4.0,0.25,0,beech_35-33
20060729X01050,Accident,LAX06CA218,2006-06-27,"SANTA MARIA, CA",United States,Non-Fatal,Substantial,Airplane,N562H,cessna,t206h,No,Part 91: General Aviation,0.0,0.0,0.0,5.0,03-10-2006,5.0,0.0,0,cessna_t206h
20060727X01036,Accident,LAX06CA217,2006-06-27,"EL CAJON, CA",United States,Non-Fatal,Substantial,Airplane,N6720T,beech,76,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,beech_76
20060718X00961,Accident,DFW06CA168,2006-06-27,"ELDORADO, TX",United States,Non-Fatal,Substantial,Airplane,N5424X,cessna,tu206g,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,cessna_tu206g
20060731X01055,Accident,CHI06CA170,2006-06-27,"INDIANAPOLIS, IN",United States,Non-Fatal,Substantial,Airplane,N3366J,cessna,150g,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,03-10-2006,1.0,0.0,0,cessna_150g
20060726X01022,Accident,SEA06CA131,2006-06-28,"OLYMPIA, WA",United States,Non-Fatal,Substantial,Airplane,N30328,cessna,177a,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,31-10-2006,1.0,0.0,0,cessna_177a
20060728X01046,Accident,LAX06CA219,2006-06-28,"VACAVILLE, CA",United States,Non-Fatal,Substantial,Airplane,N2924D,cessna,170b,No,Part 91: General Aviation,0.0,0.0,1.0,3.0,03-10-2006,4.0,0.0,0,cessna_170b
20060727X01035,Accident,LAX06CA224,2006-06-29,"SEARCHLIGHT, NV",United States,Non-Fatal,Substantial,Airplane,N2142G,mooney,m20m,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-10-2006,2.0,0.0,0,mooney_m20m
20060726X01018,Accident,ATL06CA098,2006-06-30,"BURNSVILLE, NC",United States,Non-Fatal,Substantial,Airplane,N2168F,mooney,m20m,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,03-10-2006,4.0,0.0,0,mooney_m20m
