event.id,investigation.type,accident.number,event.date,location,country,injury.severity,aircraft.damage,aircraft.category,registration.number,make,model,amateur.built,far.description,total.fatal.injuries,total.serious.injuries,total.minor.injuries,total.uninjured,publication.date,total_passengers,fatal_serious_fraction,is_destroyed,make_model
20001214X42478,Incident,LAX83IA149B,1983-03-18,"LOS ANGELES, CA",United States,Incident,Minor,Airplane,N323EA,lockheed,l-1011,No,Part 121: Air Carrier,0.0,0.0,0.0,588.0,04-12-2014,588.0,0.0,0,lockheed_l-1011
20001214X42478,Incident,LAX83IA149A,1983-03-18,"LOS ANGELES, CA",United States,Incident,Minor,Airplane,9VSQQ,boeing,747,No,Part 129: Foreign,0.0,0.0,0.0,588.0,04-12-2014,588.0,0.0,0,boeing_747
20001214X42331,Accident,ATL83FA140,1983-03-20,"CROSSVILLE, TN",United States,Fatal(1),Destroyed,Airplane,N9600W,piper,pa-28-140,No,Part 91: General Aviation,1.0,1.0,0.0,0.0,02-05-2011,2.0,1.0,1,piper_pa-28-140
20001214X42672,Accident,FTW83LA177,1983-04-02,"MCKINNEY, TX",United States,Fatal(1),Unknown,Airplane,N927BA,de.havilland,dhc-6,No,Part 91: General Aviation,1.0,0.0,0.0,4.0,17-10-2016,5.0,0.2,0,de.havilland_dhc-6
20001214X44248,Incident,MIA83IA210,1983-08-21,"NORFOLK, VA",United States,Incident,Minor,Airplane,N69NA,douglas,dc-10-10,No,Part 121: Air Carrier,0.0,0.0,0.0,289.0,01-02-2016,289.0,0.0,0,douglas_dc-10-10
20001214X44100,Accident,DCA83AA036,1983-08-21,"SILVANA, WA",United States,Fatal(11),Destroyed,Airplane,N116CA,lockheed,"learstar,.l-18-56",No,Part 91: General Aviation,11.0,2.0,0.0,13.0,17-10-2016,26.0,0.5,1,"lockheed_learstar,.l-18-56"
20001214X44944,Accident,NYC84LA015,1983-10-28,"MIDDLETOWN, PA",United States,Fatal(1),Unknown,Airplane,N26288,short.brothers,sd3-30,No,Part 135: Air Taxi & Commuter,1.0,0.0,0.0,29.0,09-12-2011,30.0,0.03333333333333333,0,short.brothers_sd3-30
20001214X45013,Incident,CHI84IA041,1983-11-08,"CHICAGO, IL",United States,Incident,Minor,Airplane,N898AA,boeing,727-200,No,Part 121: Air Carrier,0.0,0.0,0.0,100.0,11-06-2018,100.0,0.0,0,boeing_727-200
20001214X45188,Accident,NYC84LA028,1983-11-13,"MARTHA'S VINEYARD, MA",United States,Non-Fatal,Substantial,Airplane,N1882D,beech,c35,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,05-05-2011,1.0,0.0,0,beech_c35
20001214X45339,Accident,LAX84LA110,1983-12-22,"SANTA ROSA ISLAND, CA",United States,Non-Fatal,Substantial,Airplane,N2697K,cessna,180k,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,01-02-2016,1.0,0.0,0,cessna_180k
20001214X38957,Accident,ATL84LA120,1984-03-14,"MYRTLE BEACH, SC",United States,Non-Fatal,Substantial,Airplane,N7994R,beech,99,No,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,24-09-2018,1.0,0.0,0,beech_99
20001214X40033,Accident,MIA84LA182,1984-06-11,"FT. LAUDERDALE, FL",United States,Non-Fatal,Substantial,Airplane,N29994,piper,pa-23-250,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,13-09-2011,4.0,0.0,0,piper_pa-23-250
20001214X39980,Accident,LAX84LA349,1984-06-11,"LOS ANGELES, CA",United States,Non-Fatal,Substantial,Airplane,N501PA,lockheed,l-1011-385-3,No,Part 121: Air Carrier,0.0,0.0,0.0,157.0,09-12-2011,157.0,0.0,0,lockheed_l-1011-385-3
20001214X40407,Accident,MKC84FA197,1984-07-03,"WRIGHT, AR",United States,Fatal(1),Destroyed,Airplane,N4025,piper,pa-18-150,No,Part 137: Agricultural,1.0,0.0,0.0,0.0,15-12-2009,1.0,1.0,1,piper_pa-18-150
20001214X41363,Incident,FTW85IA028,1984-10-26,"TULSA, OK",United States,Incident,Minor,Airplane,N511SS,swearingen,sa226tc,No,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,9.0,05-06-2019,9.0,0.0,0,swearingen_sa226tc
20001214X41647,Accident,MKC85LA019,1984-11-09,"JUNCTION CITY, KS",United States,Non-Fatal,Substantial,Airplane,N13030,cessna,r172e,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,02-05-2011,1.0,0.0,0,cessna_r172e
20001214X41706,Accident,ATL85FA072,1984-12-30,"DUBLIN, VA",United States,Fatal(1),Destroyed,Airplane,N4963D,cessna,182a,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,17-10-2016,1.0,1.0,1,cessna_182a
20001214X35509,Accident,DEN85LA064,1985-01-14,"WAPITI, WY",United States,Non-Fatal,Destroyed,Airplane,N759WB,cessna,182q,No,Part 91: General Aviation,0.0,1.0,1.0,0.0,12-01-2016,2.0,0.5,1,cessna_182q
20001214X36510,Accident,LAX85LA257,1985-05-13,"MESA, AZ",United States,Non-Fatal,Destroyed,Airplane,N4661V,cessna,t303,No,Part 91: General Aviation,0.0,1.0,0.0,0.0,03-08-2011,1.0,1.0,1,cessna_t303
20001214X36887,Accident,NYC85FA145B,1985-06-11,"BELMAR, NJ",United States,Fatal(1),Destroyed,Airplane,N4956B,cessna,152,No,Part 91: General Aviation,1.0,1.0,4.0,0.0,08-04-2013,6.0,0.3333333333333333,1,cessna_152
20001214X37274,Accident,NYC85LA188,1985-07-21,"SIDNEY, ME",United States,Non-Fatal,Substantial,Airplane,N6668L,lake,la-4,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,01-02-2016,4.0,0.0,0,lake_la-4
20001214X37356,Incident,ATL85IA251,1985-08-16,"HILTON HEAD, SC",United States,Incident,Substantial,Airplane,N2624D,cessna,441,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,26-07-2011,4.0,0.0,0,cessna_441
20001214X37718,Accident,ATL85MA286,1985-09-29,"JENKINSBURG, GA",United States,Fatal(17),Destroyed,Airplane,N551CC,cessna,208,No,Part 91: General Aviation,17.0,0.0,0.0,0.0,17-10-2016,17.0,1.0,1,cessna_208
20001213X33054,Accident,FTW86FA050,1986-03-29,"SEAGOVILLE, TX",United States,Fatal(3),Destroyed,Airplane,N3381G,lockheed,l-402-2.(lasa-60),No,Part 91: General Aviation,3.0,2.0,0.0,0.0,17-10-2016,5.0,1.0,1,lockheed_l-402-2.(lasa-60)
20001213X33306,Accident,LAX86LA166,1986-04-08,"MESA, AZ",United States,Non-Fatal,Substantial,Airplane,N3872E,piper,pa-23-250,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,03-08-2011,2.0,0.0,0,piper_pa-23-250
20001213X33276,Accident,FTW86FA066B,1986-04-15,"HANKAMER, TX",United States,Fatal(2),Destroyed,Airplane,N8696H,grumman,g164a,No,Part 137: Agricultural,2.0,0.0,0.0,0.0,08-04-2013,2.0,1.0,1,grumman_g164a
20001213X33276,Accident,FTW86FA066A,1986-04-15,"HANKAMER, TX",United States,Fatal(2),Destroyed,Airplane,N8751H,grumman,g164a,No,Part 137: Agricultural,2.0,0.0,0.0,0.0,08-04-2013,2.0,1.0,1,grumman_g164a
20001213X33697,Accident,SEA86FA121B,1986-05-19,"MEAD, WA",United States,Fatal(2),Destroyed,Airplane,N8267Q,cessna,tu206f,No,Part 91: General Aviation,2.0,0.0,1.0,0.0,17-10-2016,3.0,0.6666666666666666,1,cessna_tu206f
20001213X33697,Accident,SEA86FA121A,1986-05-19,"MEAD, WA",United States,Fatal(2),Destroyed,Airplane,N6161M,cessna,152,No,Part 91: General Aviation,2.0,0.0,1.0,0.0,17-10-2016,3.0,0.6666666666666666,1,cessna_152
20001213X33489,Incident,BFO86IA031B,1986-05-30,"CALVERTON, NY",United States,Incident,Unknown,Airplane,USN,grumman,f-14a,No,Part 91: General Aviation,0.0,0.0,0.0,69.0,09-10-2018,69.0,0.0,0,grumman_f-14a
20001213X33489,Incident,BFO86IA031A,1986-05-30,"CALVERTON, NY",United States,Incident,Unknown,Airplane,N1310T,douglas,dc-9-31,No,Part 121: Air Carrier,0.0,0.0,0.0,69.0,09-10-2018,69.0,0.0,0,douglas_dc-9-31
20001213X30060,Accident,DCA87MA018B,1987-01-15,"KEARNS, UT",United States,Fatal(10),Destroyed,Airplane,N6485U,mooney,m-20c,No,Part 91: General Aviation,10.0,0.0,0.0,0.0,10-07-2019,10.0,1.0,1,mooney_m-20c
20001213X30060,Accident,DCA87MA018A,1987-01-15,"KEARNS, UT",United States,Fatal(10),Destroyed,Airplane,N163SW,swearingen,sa-226tc,No,Part 135: Air Taxi & Commuter,10.0,0.0,0.0,0.0,10-07-2019,10.0,1.0,1,swearingen_sa-226tc
20001213X30244,Accident,FTW87RA066,1987-02-14,"DURANGO, Mexico",Mexico,Fatal(1),Unknown,Airplane,N712PC,boeing,707-323b,No,Part 121: Air Carrier,1.0,0.0,3.0,131.0,07-02-1995,135.0,0.007407407407407408,0,boeing_707-323b
20001213X30820,Accident,SEA87LA072,1987-04-02,"JEAN, NV",United States,Non-Fatal,Substantial,Airplane,N5916H,piper,pa.16,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,10-04-2014,1.0,0.0,0,piper_pa.16
20001213X25152,Accident,NYC88LA082,1988-02-16,"BRIDGEPORT, CT",United States,Non-Fatal,Destroyed,Airplane,N26834,gulfstream,aa-5b,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,04-06-2013,3.0,0.0,1,gulfstream_aa-5b
20001213X25245,Accident,DCA88WA048,1988-03-27,"OXFORD, United Kingdom",United Kingdom,Fatal(1),Destroyed,Airplane,N91590,piper,pa-38,No,"Non-U.S., Non-Commercial",1.0,0.0,0.0,0.0,,1.0,1.0,1,piper_pa-38
20001213X25425,Accident,CHI88FA091,1988-04-05,"ST. PAUL, MN",United States,Non-Fatal,Substantial,Airplane,N181LL,beech,b90,No,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,5.0,02-05-2011,5.0,0.0,0,beech_b90
20001213X25535,Accident,MIA88WA161,1988-04-16,"San Jose, Costa Rica",Costa Rica,Non-Fatal,Unknown,Airplane,N510EA,boeing,757-225,No,Part 121: Air Carrier,0.0,1.0,0.0,192.0,06-02-1995,193.0,0.0051813471502590676,0,boeing_757-225
20001213X25661,Incident,DCA88IA056,1988-05-02,"NR TOKYO, Japan",Japan,Incident,Minor,Airplane,N157UA,boeing,747-123,No,Part 121: Air Carrier,0.0,0.0,0.0,258.0,02-02-2016,258.0,0.0,0,boeing_747-123
20001213X25979,Accident,LAX88FA241,1988-06-30,"PERRIS, CA",United States,Fatal(1),Destroyed,Airplane,N9991F,helio,hst-550a,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,17-10-2016,1.0,1.0,1,helio_hst-550a
20001213X26456,Accident,BFO88LA070,1988-08-01,"SELBYVILLE, DE",United States,Non-Fatal,Substantial,Airplane,N5682G,cessna,150k,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,02-06-2009,1.0,0.0,0,cessna_150k
20001213X26459,Accident,BFO88LA073,1988-08-07,"RACINE, WV",United States,Non-Fatal,Substantial,Airplane,N4873T,piper,pa-28-180,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,02-05-2011,1.0,0.0,0,piper_pa-28-180
20001213X27315,Accident,MIA89WA071,1988-11-14,"PANAMA CITY, Panama",Panama,Non-Fatal,Unknown,Airplane,N205PA,airbus.industrie,a-300b4-203,No,Part 121: Air Carrier,0.0,1.0,4.0,222.0,06-02-1995,227.0,0.004405286343612335,0,airbus.industrie_a-300b4-203
20001213X27446,Accident,LAX89LA068,1988-12-23,"Midway Islands, PO",United States,Non-Fatal,Unknown,Airplane,N146UA,boeing,747sp-21,No,Part 121: Air Carrier,0.0,1.0,1.0,220.0,02-02-2016,222.0,0.0045045045045045045,0,boeing_747sp-21
20001213X27392,Accident,CHI89FA035,1988-12-24,"MADISON, IN",United States,Fatal(2),Destroyed,Airplane,N5121J,cessna,310r,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,04-09-2012,2.0,1.0,1,cessna_310r
20001213X27448,Accident,LAX89LA071,1988-12-27,"CHINO, CA",United States,Non-Fatal,Substantial,Airplane,N3388K,univair,globe.gc-1b,No,Part 91: General Aviation,0.0,1.0,0.0,0.0,21-04-2016,1.0,1.0,0,univair_globe.gc-1b
20001213X28167,Accident,MKC89FA099,1989-04-27,"AINSWORTH, NE",United States,Fatal(3),Destroyed,Airplane,N20BS,maule,m-5,No,Part 91: General Aviation,3.0,0.0,0.0,0.0,17-08-2012,3.0,1.0,1,maule_m-5
20001213X28620,Accident,MIA89LA175,1989-06-15,"MIRAMAR, FL",United States,Non-Fatal,Substantial,Airplane,N732AG,cessna,210l,No,Part 91: General Aviation,0.0,0.0,3.0,0.0,15-11-2010,3.0,0.0,0,cessna_210l
20001213X28927,Accident,MKC89LA151,1989-07-03,"MORRILTON, AR",United States,Non-Fatal,Substantial,Airplane,N1414N,piper,"j3.""cub""",No,Part 91: General Aviation,0.0,0.0,1.0,0.0,02-05-2011,1.0,0.0,0,"piper_j3.""cub"""
20001213X28948,Accident,NYC89FA177B,1989-07-30,"SALISBURY TWP, PA",United States,Fatal(7),Destroyed,Airplane,N2639G,cessna,182b,No,Part 91: General Aviation,7.0,0.0,0.0,0.0,17-10-2016,7.0,1.0,1,cessna_182b
20001213X28948,Accident,NYC89FA177A,1989-07-30,"SALISBURY TWP, PA",United States,Fatal(7),Destroyed,Airplane,N2063V,beech,a36,No,Part 91: General Aviation,7.0,0.0,0.0,0.0,17-10-2016,7.0,1.0,1,beech_a36
20001213X28746,Accident,BFO89LA066,1989-07-30,"WILLIAMSBURG, VA",United States,Non-Fatal,Substantial,Airplane,N4022R,piper,pa-32-300,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,24-04-2013,4.0,0.0,0,piper_pa-32-300
20001213X29904,Accident,ATL90FA040A,1989-12-17,"CINCINNATI, OH",United States,Fatal(1),Substantial,Airplane,N8940T,cessna,182,No,Part 91: General Aviation,1.0,0.0,1.0,1.0,11-12-2012,3.0,0.3333333333333333,0,cessna_182
20001212X22492,Accident,NYC90LA058,1990-01-28,"ROXBURY, ME",United States,Non-Fatal,Destroyed,Airplane,N44068,taylorcraft,bc12d,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,01-02-2016,2.0,0.0,1,taylorcraft_bc12d
20001212X22493,Accident,NYC90LA059,1990-01-28,"PITTSTOWN, NJ",United States,Non-Fatal,Substantial,Airplane,N78156,globe,swift.gcib,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,01-02-2016,1.0,0.0,0,globe_swift.gcib
20001212X22480,Accident,NYC90FA061,1990-01-29,"WILLISTON, VT",United States,Fatal(2),Destroyed,Airplane,N4688B,cessna,208b,No,Part 135: Air Taxi & Commuter,2.0,0.0,0.0,0.0,01-02-2016,2.0,1.0,1,cessna_208b
20001212X22619,Accident,NYC90FA063,1990-02-01,"FAIRFIELD, CT",United States,Fatal(1),Destroyed,Airplane,N83253,piper,pa-28-181,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,01-02-2016,1.0,1.0,1,piper_pa-28-181
20001212X22649,Accident,ANC90LA043,1990-03-16,"SULATNA CROSS, AK",United States,Non-Fatal,Substantial,Airplane,N4659C,cessna,170b,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,01-07-2009,2.0,0.0,0,cessna_170b
20001212X22846,Accident,ATL90FA095B,1990-04-09,"GADSDEN, AL",United States,Fatal(2),Destroyed,Airplane,N99501,cessna,172,No,Part 91: General Aviation,2.0,0.0,0.0,7.0,17-11-2009,9.0,0.2222222222222222,1,cessna_172
20001212X22846,Accident,ATL90FA095A,1990-04-09,"GADSDEN, AL",United States,Fatal(2),Substantial,Airplane,N217AS,embraer,emb-120,No,Part 135: Air Taxi & Commuter,2.0,0.0,0.0,7.0,17-11-2009,9.0,0.2222222222222222,0,embraer_emb-120
20001212X22966,Accident,MIA90FA105,1990-04-16,"FORT LAUDERDALE, FL",United States,Non-Fatal,Substantial,Airplane,N64CZ,embraer,emb-110,No,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,8.0,17-11-2009,8.0,0.0,0,embraer_emb-110
20001212X22992,Accident,MKC90LA087,1990-04-17,"SALINA, KS",United States,Non-Fatal,Substantial,Airplane,N714EB,cessna,150,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,02-05-2011,2.0,0.0,0,cessna_150
20001212X22890,Accident,DCA90WA430,1990-04-30,"MOOSONEE, Canada",Canada,Fatal(1),Destroyed,Airplane,,beech,c99.airliner,No,Part 129: Foreign,1.0,3.0,0.0,0.0,02-06-1998,4.0,1.0,1,beech_c99.airliner
20001212X23515,Accident,NYC90FA130,1990-06-15,"DANBURY, CT",United States,Fatal(1),Substantial,Airplane,N76KK,consolidated.aeronautics.inc.,la-4-200,No,Part 91: General Aviation,1.0,1.0,1.0,0.0,01-02-2016,3.0,0.6666666666666666,0,consolidated.aeronautics.inc._la-4-200
20001212X23574,Accident,ANC90LA112,1990-07-05,"COLDFOOT, AK",United States,Fatal(1),Destroyed,Airplane,N6374J,piper,pa-28-180,No,Part 91: General Aviation,1.0,1.0,0.0,0.0,19-03-2009,2.0,1.0,1,piper_pa-28-180
20001212X23773,Accident,MKC90LA146,1990-07-12,"WICHITA, KS",United States,Non-Fatal,Substantial,Airplane,N7295F,piper,pa-28-140,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,02-05-2011,2.0,0.0,0,piper_pa-28-140
20001212X23667,Accident,DCA90WA049,1990-07-27,"BHARU, Malaysia",Malaysia,Non-Fatal,Unknown,Airplane,N108WA,mcdonnell.douglas,dc-10-30,No,Part 121: Air Carrier,0.0,1.0,3.0,3.0,07-02-1995,7.0,0.14285714285714285,0,mcdonnell.douglas_dc-10-30
20001212X24345,Accident,NYC90FA220,1990-09-14,"PLAIN CITY, OH",United States,Fatal(2),Destroyed,Airplane,N95644,cessna,152,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,01-02-2016,2.0,1.0,1,cessna_152
20001212X24349,Accident,NYC90FA227,1990-09-23,"ELIOT, ME",United States,Fatal(4),Destroyed,Airplane,N8664P,piper,pa-24-260,No,Part 91: General Aviation,4.0,0.0,0.0,0.0,01-02-2016,4.0,1.0,1,piper_pa-24-260
20001212X24393,Accident,ANC91LA002,1990-10-06,"KOYUKTOLIK, AK",United States,Non-Fatal,Substantial,Airplane,N2525Z,cessna,185b,No,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,23-09-2019,1.0,0.0,0,cessna_185b
20001212X24604,Accident,DEN91LA018,1990-11-07,"ABILENE, TX",United States,Non-Fatal,Substantial,Airplane,N6078Y,piper,pa-23-250,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,02-05-2011,3.0,0.0,0,piper_pa-23-250
20001212X24613,Accident,FTW91FA017,1990-11-23,"ENGLAND, AR",United States,Fatal(1),Destroyed,Airplane,N811J,beech,b55,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,22-03-2011,1.0,1.0,1,beech_b55
20001212X24824,Accident,SEA91LA034,1990-12-15,"SNOHOMISH, WA",United States,Fatal(1),Substantial,Airplane,N833Q,beech,d50c,No,Part 91: General Aviation,1.0,0.0,1.0,4.0,17-10-2016,6.0,0.16666666666666666,0,beech_d50c
20001212X24816,Accident,SEA91FA038,1990-12-31,"ESTACADA, OR",United States,Fatal(2),Substantial,Airplane,N7288E,cessna,182b,No,Part 91: General Aviation,2.0,1.0,1.0,0.0,26-10-2016,4.0,0.75,0,cessna_182b
20001212X16387,Accident,SEA91TA03,1991-01-25,"PINEDALE, WY",United States,Non-Fatal,Substantial,Airplane,N8372Z,piper,pa-34,No,Public Aircraft,0.0,0.0,0.0,1.0,31-01-2018,1.0,0.0,0,piper_pa-34
20001212X16418,Accident,CHI91FA088B,1991-02-03,"OSCEOLA, WI",United States,Fatal(7),Destroyed,Airplane,N6384A,cessna,182,No,Part 91: General Aviation,7.0,0.0,0.0,0.0,17-10-2016,7.0,1.0,1,cessna_182
20001212X16418,Accident,CHI91FA088A,1991-02-03,"OSCEOLA, WI",United States,Fatal(7),Destroyed,Airplane,N4676R,piper,pa-28-140,No,Part 91: General Aviation,7.0,0.0,0.0,0.0,17-10-2016,7.0,1.0,1,piper_pa-28-140
20001212X16415,Accident,CHI91DCJ01,1991-02-24,"WESTERN, NE",United States,Fatal(1),Destroyed,Airplane,N738LL,cessna,172n,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,17-08-2012,1.0,1.0,1,cessna_172n
20001212X16539,Accident,ATL91FA067,1991-03-18,"HAMILTON, NC",United States,Fatal(2),Destroyed,Airplane,N2871H,piper,pa-28-201t,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,02-10-2009,2.0,1.0,1,piper_pa-28-201t
20001212X17360,Incident,NYC91IA137,1991-06-06,"BOSTON, MA",United States,Incident,Minor,Airplane,N750UA,boeing,727-214,No,Part 121: Air Carrier,0.0,0.0,0.0,156.0,05-09-2018,156.0,0.0,0,boeing_727-214
20001212X17597,Accident,LAX91LA306,1991-07-11,"WAILUA, HI",United States,Fatal(1),Substantial,Airplane,N9022T,cessna,182,No,Part 91: General Aviation,1.0,0.0,0.0,4.0,17-10-2016,5.0,0.2,0,cessna_182
20001212X17738,Accident,ANC91LA117,1991-08-07,"SEWARD, AK",United States,Non-Fatal,Substantial,Airplane,N8684V,bellanca,7gcbc,No,Part 91: General Aviation,0.0,0.0,1.0,1.0,19-03-2009,2.0,0.0,0,bellanca_7gcbc
20001212X17742,Accident,ANC91LA121,1991-08-09,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,N2370H,piper,pa-18,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,19-03-2009,1.0,0.0,0,piper_pa-18
20001212X18014,Accident,ANC91LA155,1991-09-19,"EAGLE, AK",United States,Non-Fatal,Substantial,Airplane,N4894A,piper,pa-18-150,No,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,09-12-2011,1.0,0.0,0,piper_pa-18-150
20001212X18289,Accident,FTW92FA014,1991-10-27,"MARBLE FALLS, TX",United States,Fatal(2),Destroyed,Airplane,N7246H,beech,a36,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,25-01-2011,2.0,1.0,1,beech_a36
20001212X18454,Accident,FTW92LA028,1991-11-29,"LAS CRUCES, NM",United States,Non-Fatal,Substantial,Airplane,N1906N,cessna,120,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,19-12-2013,1.0,0.0,0,cessna_120
20001212X18577,Incident,CHI92RA060,1991-12-12,"NAKINA, Canada",Canada,Incident,Minor,Airplane,N475EV,boeing,b-747-121,No,Part 121: Air Carrier,0.0,0.0,0.0,0.0,05-08-1996,0.0,0.0,0,boeing_b-747-121
20001212X18531,Accident,ANC92FA083,1991-12-13,"NINILCHIK, AK",United States,Fatal(1),Destroyed,Airplane,N307SC,piper,"pa-31t3,.t1040",No,Part 135: Air Taxi & Commuter,1.0,0.0,0.0,0.0,09-12-2011,1.0,1.0,1,"piper_pa-31t3,.t1040"
20001212X18613,Accident,LAX92FA065,1991-12-20,"FLAGSTAFF, AZ",United States,Fatal(2),Destroyed,Airplane,N766BA,beech,58p,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,21-04-2016,2.0,1.0,1,beech_58p
20001211X14270,Accident,DCA92MA025,1992-03-22,"FLUSHING, NY",United States,Fatal(27),Destroyed,Airplane,N485US,fokker,28-4000,No,Part 121: Air Carrier,27.0,9.0,12.0,3.0,14-02-2018,51.0,0.7058823529411765,1,fokker_28-4000
20001211X14468,Accident,LAX92MA183,1992-04-22,"PERRIS, CA",United States,Fatal(16),Destroyed,Airplane,N141PV,de.havilland,dhc-6-200,No,Part 91: General Aviation,16.0,6.0,0.0,0.0,17-10-2016,22.0,1.0,1,de.havilland_dhc-6-200
20001211X15125,Accident,DCA92MA044,1992-07-30,"JAMAICA, NY",United States,Non-Fatal,Destroyed,Airplane,N11002,lockheed,l-1011-385-1,No,Part 121: Air Carrier,0.0,1.0,9.0,282.0,14-02-2018,292.0,0.003424657534246575,1,lockheed_l-1011-385-1
20001211X15678,Accident,DCA92MA048,1992-09-07,"HINCKLEY, IL",United States,Fatal(12),Destroyed,Airplane,N3657G,beech,c-45h,No,Part 91: General Aviation,12.0,0.0,0.0,0.0,17-10-2016,12.0,1.0,1,beech_c-45h
20001211X16223,Accident,NYC93LA041,1992-12-13,"LONDONDERRY, NH",United States,Non-Fatal,Substantial,Airplane,N210PQ,cessna,t210,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,02-05-2011,1.0,0.0,0,cessna_t210
20001211X16199,Accident,LAX93WA090,1992-12-29,"LORETO, MEXICO",Mexico,Non-Fatal,Substantial,Airplane,N4506X,piper,pa-34-200,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,05-08-1996,2.0,0.0,0,piper_pa-34-200
20001211X12054,Accident,ANC93FA054,1993-04-23,"KASHWITNA, AK",United States,Fatal(2),Destroyed,Airplane,N3741Z,piper,pa-18-150,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,17-08-2012,2.0,1.0,1,piper_pa-18-150
20001211X13214,Accident,NYC93FA154,1993-08-14,"EAST MORICHES, NY",United States,Fatal(1),Destroyed,Airplane,N5010D,cessna,182a,No,Part 91: General Aviation,1.0,4.0,0.0,0.0,17-10-2016,5.0,1.0,1,cessna_182a
20001211X13180,Accident,LAX93LA329,1993-08-18,PACIFIC OCEAN,PACIFIC OCEAN,Non-Fatal,Destroyed,Airplane,N1232H,piper,pa-34-220,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,23-03-2016,1.0,0.0,1,piper_pa-34-220
20001211X13402,Accident,FTW93LA257,1993-09-04,"FENTRESS, TX",United States,Fatal(1),Minor,Airplane,N125MB,beech,c-45h,No,Part 91: General Aviation,1.0,0.0,0.0,10.0,17-10-2016,11.0,0.09090909090909091,0,beech_c-45h
20001211X13354,Accident,BFO93LA184,1993-09-25,"EMPORIA, VA",United States,Non-Fatal,Substantial,Airplane,N9841L,cessna,172,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,28-12-2010,2.0,0.0,0,cessna_172
20001211X13771,Accident,LAX94WA053,1993-11-13,"MULEGE, MEXICO",Mexico,Non-Fatal,Substantial,Airplane,N6879J,piper,pa-32r-300,No,Part 91: General Aviation,0.0,1.0,3.0,1.0,05-05-1994,5.0,0.2,0,piper_pa-32r-300
20001211X13695,Accident,BFO94FA021,1993-11-28,"BUTLER, PA",United States,Fatal(1),Destroyed,Airplane,N707JS,piper,pa32r-301,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,01-02-2016,1.0,1.0,1,piper_pa32r-301
20001211X13814,Accident,ANC94LA026,1993-12-12,"PORT LIONS, AK",United States,Non-Fatal,Substantial,Airplane,N43527,piper,pa-32,No,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,5.0,19-03-2009,5.0,0.0,0,piper_pa-32
20001206X00618,Accident,FTW94FA060B,1994-01-02,"PEARLAND, TX",United States,Fatal(5),Destroyed,Airplane,N739TL,cessna,172n,No,Part 91: General Aviation,5.0,0.0,0.0,0.0,12-04-2016,5.0,1.0,1,cessna_172n
20001206X00742,Accident,DCA94WA036,1994-02-22,"ROSKILDE, DENMARK",Denmark,Non-Fatal,Substantial,Airplane,N8149S,beech,2000.(starship),No,"Non-U.S., Non-Commercial",0.0,0.0,0.0,6.0,,6.0,0.0,0,beech_2000.(starship)
20001206X01822,Accident,NYC94FA128,1994-07-16,"TREMONT CITY, OH",United States,Fatal(4),Destroyed,Airplane,N1124V,cessna,k172r,No,Part 91: General Aviation,4.0,0.0,0.0,0.0,17-10-2016,4.0,1.0,1,cessna_k172r
